part_num,name,part_cat_id,part_material_id
1022Apr00014,Modulex Tile 2 x 2 without Internal Supports with White n/u print,66,1
1022B,Modulex Tile 2 x 2 with Internal Supports,66,1
10232stk01,Sticker for Set 10232 - (12949 / 6022692),58,1
10247,Plate Special 2 x 2 with 1 Pin Hole [Complete Underside Rib],9,1
10252stk01,Sticker Sheet for Set 10252 - 26953/6153756 or 26952/6153754,58,1
10258,Weapon Bow and Arrow Compound,27,1
102703uk,Pirate Comic - The Golden Medallion,17,1
10288,Technic Axle and Pin Connector Triple [120° Offset],12,1
10301pr0001,Minifig Hair with Bat Ears and Medium Dark Flesh Inner Ear Print,65,1
10301pr0002,Minifig Hair with Bat Ears and Dark Bluish Gray Inner Ear Print,65,1
10301pr0003,Minifig Hair with Bat Ears and Tan Inner Ear Print,65,1
10302pr0001,"Minifig Head Special, Werewolf with Dark Brown Fur Print",59,1
10303,Arm with Wing,60,1
10304pr0001,Coffin 2 x 4 x 6 Lid with White Bat Print [9464 / 9468],7,1
10304pr0002,Coffin 2 x 4 x 6 Lid with Light Bluish Gray Vampire and White Cobwebs Print,7,1
10305pr0001,Minifig Helmet with Front Prongs and Dark Purple Print (Magneto),65,1
1030b1,Set 1030 Activity Booklet 1 - Parts Tray Organizer Card,17,1
1030b10,Set 1030 Activity Booklet 10 - Wheels,17,1
1030b11,Set 1030 Activity Booklet 11 - Conveyors,17,1
1030b12,Set 1030 Activity Booklet 12 - Advanced Gearing,17,1
1030b13,Set 1030 Activity Booklet 13 - Pistons,17,1
1030b14,Set 1030 Activity Booklet 14 - Merry-go-round,17,1
1030b15,Set 1030 Activity Booklet 15 - Cranes,17,1
1030b16,Set 1030 Activity Booklet 16 - Lifting with Pulleys,17,1
1030b17,Set 1030 Activity Booklet 17 - Water Wheels,17,1
1030b18,Set 1030 Activity Booklet 18 - Windmills,17,1
1030b19,Set 1030 Activity Booklet 19 - Simple Steering,17,1
1030b2,Set 1030 Activity Booklet 2 - Levers,17,1
1030b20,Set 1030 Activity Booklet 20 - Advanced Steering,17,1
1030b3,Set 1030 Activity Booklet 3 - Supports,17,1
1030b4,Set 1030 Activity Booklet 4 - Lifting & Supporting,17,1
1030b5,Set 1030 Activity Booklet 5 - Pulleys & Belts,17,1
1030b6,Set 1030 Activity Booklet 6 - Gears,17,1
1030b7,Set 1030 Activity Booklet 7 - More Gears,17,1
1030b8,Set 1030 Activity Booklet 8 - Angles,17,1
1030b9,Set 1030 Activity Booklet 9 - Flywheels,17,1
10312,Windscreen 10 x 6 x 3 Bubble Canopy Double Tapered with Square Front Cutout,47,1
10312pr0001,Windscreen 10 x 6 x 3 Bubble Canopy Double Tapered with Square Front Cutout,47,1
10312pr0002,Windscreen 10 x 6 x 3 Bubble Canopy Double Tapered with Square Front Cutout,47,1
10312pr0003,"Windscreen 10 x 6 x 3 Bubble Canopy Double Tapered with Square Front Cutout and Light Bluish Gray Jedi Starfighter, Two Red Triangles on Top Print",47,1
10312pr0004,Windscreen 10 x 6 x 3 Bubble Canopy Double Tapered with Square Front Cutout and B-wing Starfighter Print,47,1
10312pr0005,"Windscreen 10 x 6 x 3 Bubble Canopy Double Tapered with Square Front Cutout and Light Bluish Gray Jedi Starfighter, Two Red Triangles on Top Print",47,1
10312pr0006,COCKPIT 10X4X3 NO. 6,47,1
10314,"Brick Curved 1 x 4 x 1 1/3 No Studs, Curved Top, with Raised Inside Support",37,1
10314pr0001,Brick Curved 1 x 4 x 1 1/3 No Studs - Curved Top and Twin White Line Speed Stripe Print,37,1
10314pr0002,"Brick Curved 1 x 4 x 1 1/3 No Studs - Curved Top with ""FLINTSTONE"" print",37,1
10314pr1003,"Brick Curved 1 x 4 x 1 1/3 No Studs, Curved Top with (Medium) Blue POLICE print",37,1
1031A,Modulex Tile 1 x 3 without Internal Support,66,1
1031B,Modulex Tile 1 x 3 with Internal Support,66,1
1032A,Modulex Tile 2 x 3 without Internal Supports,66,1
1032B,Modulex Tile 2 x 3 with Internal Supports,66,1
1032b1,Set 1032 Activity Booklet 1 - Parts Tray Organizer Card,17,1
1032b10,Set 1032 Activity Booklet 10 - Appliances,17,1
1032b11,Set 1032 Activity Booklet 11 - Right Angle Drives,17,1
1032b12,Set 1032 Activity Booklet 12 - Clamps,17,1
1032b13,Set 1032 Activity Booklet 13 - Mixers & Propellers,17,1
1032b14,Set 1032 Activity Booklet 14 - Valves & Hammers,17,1
1032b15,Set 1032 Activity Booklet 15 - Gearing Down,17,1
1032b16,Set 1032 Activity Booklet 16 - Differentials,17,1
1032b17,Set 1032 Activity Booklet 17 - Cranes,17,1
1032b18,Set 1032 Activity Booklet 18 - Conveyors,17,1
1032b19,Set 1032 Activity Booklet 19 - Drawbridges & Boom Gates,17,1
1032b2,Set 1032 Activity Booklet 2 - Bracing & Connecting,17,1
1032b20,Set 1032 Activity Booklet 20 - Robots,17,1
1032b3,Set 1032 Activity Booklet 3 - Using the 4.5V motor,17,1
1032b4,Set 1032 Activity Booklet 4 - Wheels & Belts,17,1
1032b5,Set 1032 Activity Booklet 5 - Saws,17,1
1032b6,Set 1032 Activity Booklet 6 - Small Machinery,17,1
1032b7,Set 1032 Activity Booklet 7 - Chains,17,1
1032b8,Set 1032 Activity Booklet 8 - Chain Drives,17,1
1032b9,Set 1032 Activity Booklet 9 - Winches,17,1
10395,Arm Cave Troll - Left with Scales Print,60,1
10396,Arm Cave Troll - Right with Scales Print,60,1
104,Antenna 6H without Stud Hole,32,1
1041A,Modulex Tile 1 x 4 without Internal Supports,66,1
1041B,Modulex Tile 1 x 4 with Internal Supports,66,1
1041C,Modulex Tile 1 x 4 with Curved Edge,66,1
1042A,Modulex Tile 2 x 4 without Internal Supports,66,1
1042B,Modulex Tile 2 x 4 with Internal Supports,66,1
1043A,Modulex Tile 3 x 4 without Internal Supports,66,1
1044A,Modulex Tile 4 x 4 without Internal Supports,66,1
10509,"Horse, Moveable Legs [Plain]",28,1
10509pr0001,"Horse, Moveable Legs with Black Bridle and White Blaze Print",28,1
10509pr0002,"Horse, Moveable Legs with Gray Bridle Print",28,1
10509pr0003,"Horse, Moveable Legs with Black Bridle and Silver Buckles Print",28,1
10509pr0004,"Horse, Moveable Legs with Dark Brown Bridle Print",28,1
10509pr0005,"Horse, Moveable Legs with Gold Bridle and Decorations Print",28,1
10509pr0006,"Horse, Movable Legs with Black Eyes, White Pupils and Single Buckle Black Bridle Print",28,1
1051A,Modulex Tile 1 x 5 without Internal Supports,66,1
1052A,Modulex Tile 2 x 5 without Internal Supports,66,1
10534,Sticker Sheet for Set 9500-1,58,1
10538,Sticker Sheet for Set 9498-1,58,1
10555,"Minifig Cape Cloth, Narrow with Single Top Hole",38,3
10563,Duplo Container Box 2 x 4 x 2 Door with Handle,4,1
10563pr0001,Duplo Container Box 2 x 4 x 2 Door with Handle with Lion Face print,4,1
10635,Sticker Sheet for 9473-1,58,1
10636,Sticker Sheet for Set 9474-1,58,1
10639,Sticker for Set 10226,58,1
10646,Sticker Sheet for 9499-1,58,1
10660c01,Duplo Airplane Landing Gear with Two Wheels Type 2,4,1
10661,Duplo Plate 2 x 4 with 2 Holes with Locking Ridges,4,1
10677,Torso Bat with Vestigial Minifig Arms,13,1
10677pr0001,Torso Monster Fighters Bat with Medium Dark Flesh Fur Print / Dark Brown Arms with Wings / Reddish Brown Hands,60,1
10677pr0002,Torso Bat with Dark Bluish Gray Fur Print / Black Arms with Wings / Black Hands,60,1
10677pr0003,Torso Batman Bat with Tan Fur Print / Reddish Brown Arms with Wings / Reddish Brown Hands,60,1
10677pr0004,"Torso Bat with Vestigial Minifig Arms, Green and Purple Vein and Dark Orange Fur Print / Magenta Arms with Wings / Olive Green Hands",60,1
10716,Minifig Pauldron with Pre Vizsla Print,38,1
10772,Sticker Sheet for Set 9398-1,58,1
10781,Sticker Sheet for Set 9449-1,58,1
10793,Sticker Sheet for Set 9450-1,58,1
107pr0001,Road Sign Cantilever Curved with 'SHELL' Print,38,1
107pr0002,Road Sign Cantilever Curved with 'POLICE' Print,38,1
1082A,Modulex Tile 2 x 8 without Internal Supports,66,1
10830pat0001,Equipment Magnifying Glass with Thick Frame and Solid Handle with Trans-Clear Lens,27,1
10830pat0001pr0001,Equipment Magnifying Glass with Thick Frame and Solid Handle with Trans-Clear Lens with Target Aim print,27,1
10834,Sticker Sheet for Set 6867-1,58,1
1083A,Modulex Tile 8 x 3 without Internal Supports,66,1
1084A,Modulex Tile 4 x 8 without Internal Supports,66,1
1085A,Modulex Tile 5 x 8 without Internal Supports,66,1
10867,Sticker Sheet for Set 6865-1,58,1
108681,"Paper, Information Note for Parents, 12V Transformer - 108681",17,5
1086A,Modulex Tile 6 x 8 without Internal Supports,66,1
10883,Skirt with Diamond Points,38,3
10884,"Plant, Leaves 6 x 5 Swordleaf with Clip  (thick open O clip)",28,1
10888,Duplo Turntable 2 x 2,4,1
1088A,Modulex Tile 8 x 8 without Internal Supports,66,1
109,"Technic Shock Absorber 9.5L, Piston Rod",25,1
10904,"Minifig Cape Cloth, Ringwraith Style Tattered",38,3
10905,Sticker Sheet for Set 9468-1,58,1
10907,Minifig Headgear Helmet Space with Open Face and Top Hinge,65,1
10907pr0001,Minifig Headgear Helmet Space with Open Face and Top Hinge with Silver Edges with Black Marks Print (War Machine),65,1
10908pr0001,Headwear Accessory Visor Top Hinge with Gold Face Shield and White Eyes Print (Iron Man),27,1
10908pr0002,"Headwear Accessory Visor Top Hinge with Gold Face Shield, Blue Eyes and Silver Chin Print (Iron Man)",27,1
10908pr0003,Headwear Accessory Visor Top Hinge with Silver Face Shield and White Eyes Print (War Machine),27,1
10908pr0004,"Headwear Accessory Visor Top Hinge with Silver Face Shield, White Eyes and Dark Red Trim Print (Iron Patriot)",27,1
10908pr0005,"Headwear Accessory Visor Top Hinge with Gold Face Shield and White Eyes, without Outline Print (Iron Legion)",27,1
10908pr0006,"Headwear Accessory Visor Top Hinge with Gold Face Shield, Black Lines on Forehead and White Eyes Print (Iron Man)",27,1
10908pr0007,"Headwear Accessory Visor Top Hinge with Gold Face Shield, Silver Sides, Black Lines on Forehead and White Eyes Print (Iron Man)",27,1
10908pr0008,Headwear Accessory Visor Top Hinge with Gold Face Shield and Bright Light Blue Eyes Print (Iron Man),27,1
10908pr0010,Headwear Accessory Visor Top Hinge with Blue and White Eyes and Gold Face Shield and Black Lines Print (Space Iron Man),27,1
10908pr0011,"Headwear Accessory Visor Top Hinge with Copper Face Shield, White Eyes and 4 Rivets Print (Scuba Iron Man)",27,1
10908pr0012,"Headwear Accessory Visor Top Hinge with Silver Face Shield, Red Eyes and Black Lines and Shapes Print (War Machine)",27,1
10908pr0017,Headwear Accessory Visor Top Hinge with Light Bluish Grey Face Shield and White Eyes Print (Iron Man),27,1
10908pr0018,Headwear Accessory Visor Top Hinge with Yellow Face Shield and White Eyes Print (Iron Man),27,1
10908pr0019,Headwear Accessory Visor Top Hinge with Red Eyes Print (Iron Man),27,1
10909,Minifig Helmet with Large Curved Flexible Horns,65,1
1090ba,Set 1090 Activity Booklet A - Ferris Wheel,17,1
1090bbc,Set 1090 Activity Booklet B / C - Automatic Door / Washing Machine,17,1
1090bd,Set 1090 Activity Booklet D - Conveyer Belt,17,1
1090be,Set 1090 Activity Booklet E - Robot Arm,17,1
1090boc,Set 1090 Activity Booklet - Parts Tray Organizer Card,17,1
10916,Electric Cable USB for Mindstorms EV3 (2 meter),45,1
10928,Technic Gear 8 Tooth [Reinforced],52,1
1092ba,Set 1092 Activity Booklet A - Plotter,17,1
1092bbcd,"Set 1092 Activity Booklet B / C / D - Traffic Sign, Scale & Metrics",17,1
1092be,Set 1092 Activity Booklet E - Crane,17,1
1092boc,Set 1092 Activity Booklet - Parts Tray Organizer Card,17,1
1093,Lego Computer Interface A User's Guide (12059),17,1
10989,Sticker Sheet for Set 9525-1,58,1
10991,Sticker Sheet for Set 9526-1,58,1
10a,Baseplate 24 x 32 with Squared Corners,1,1
10b,Baseplate 24 x 32 with Rounded Corners,1,1
10p01,Baseplate 24 x 32 with Dots Print [363 / 555],1,1
10p02,Baseplate 24 x 32 with Dots Print [354 / 560-2],1,1
10p03,Baseplate 24 x 32 with Dots Print [358],1,1
10p04,Baseplate 24 x 32 with Dots Print [345],1,1
10p05,Baseplate 24 x 32 with Dots Print [545-2 / 351],1,1
10p06,Baseplate 24 x 32 with Dots Print [149],1,1
10p07,Baseplate 24 x 32 with Dots Print [346-2],1,1
10p08,Baseplate 24 x 32 with Dots Print [353],1,1
10p09,Baseplate 24 x 32 with Dots Print [372],1,1
10p0a,Baseplate 24 x 32 with Dots Print [1601],1,1
10p0b,Baseplate 24 x 32 with Dots Prints [361],1,1
11002,Plate Special 2 x 2 with Wheels Holder Wide [Reinforced Underside],9,1
11010,Minifig Ring 1 x 1,27,1
11055,Flag 2 x 2 Square [Thick Clips],38,1
11055pr0001,Flag 2 x 2 Square with Sea Serpent on Red and White Checkered Background Print,38,1
11055pr0004,Flag 2 x 2 Square with Gold 'Captains Daughter' and Waving Minifig Print,38,1
11055pr0005,Flag 2 x 2 with AT-ST Print [4486 / 9679],38,1
11055pr0006,Flag 2 x 2 Square with Silver Fangs and Dark Red Print [70004],38,1
11055pr0007,Flag 2 x 2 Square with Gold Crossed Cutlasses on Dark Blue Background Print,38,1
11055pr0009,Flag 2 x 2 Square with Skull and Crossed Cutlasses (Jolly Roger) Print,38,1
11055pr0010,Flag 2 x 2 Square with Imperial Soldier Black Symbol over White Cross on Blue Background with Yellow Border Print,38,1
11055pr0011,Flag 2 x 2 Square with Skull and Crossbones (Jolly Roger) without Lower Jaw Print,38,1
11055pr0012,Flag 2 x 2 Square with Gold 'Toy Shop' and Nutcracker Drummer on Wood Background Print,38,1
11055pr0013,Flag 2 X 2 Square with Classic Space Logo print,38,1
11055pr0014,Flag 2 x 2 Square with Drawn Classic Space Logo and 5 Bright Light Orange Stars on Blue Background,38,1
11055pr0017,Flag 2 x 2 Square [Thick Clips] with Icicles on Black Back print,38,1
11055pr0018,Flag 2 x 2 Square with Black Checkered print (Race/Fiinish Flag),38,1
11055pr02,Flag 2 x 2 Square with Chequered Print [Thick Clips],38,1
11062,Lamp Post 2 x 2 x 7 with 4 Base Flutes,32,1
11089,"Barb Large Flexible [Claw, Horn]",28,1
11090,Bar Holder with Clip,32,1
11091,Wing 9L with Stylized Feathers,28,1
11092,Gorilla Fist,60,1
11094,"Wheel Hard Plastic, Treaded with 7 Pin Holes and 6 Small Holes",29,1
11096,Weapon Axe Head with Twin-Blade,27,1
11097,"Minifig Neckwear Armour Shoulder Pads with 1 Stud on Front, 2 Studs on Back",27,1
11098,"Minifig Neckwear Armour Breastplate with Shoulder Pads, 1 Front Stud and 2 Back Studs",27,1
11100,Wing Feathered,27,1
11101pat0001,Minifig Neckwear Animal Tail with Marbled Medium Dark Flesh Pattern,27,1
11101pat0002,Minifig Neckwear Animal Tail with Marbled White Pattern,27,1
11103,Weapon Sword Double Blade with Bar Holder [Chi Sword],27,1
11106,Weapon Hammer Head,27,1
11107,Weapon Sword Serrated with Bar Holder,27,1
1110M,Modulex Brick 1 x 10 with M on Stud,66,1
11110,Fly Wheel Fairing Lion Shape,36,1
